category_num,product_id,user_num,num_photo,rating,date,num_helpful
38,149452038,174,10,4,2024.03.01,14
38,149452038,175,10,5,2024.03.14,5
39,7063540760,12,0,5,2024.05.17,0
39,7063540760,176,7,5,2024.01.24,27
39,7063540760,177,10,5,2024.01.02,33
39,7063540760,178,10,5,2023.10.07,11
39,7063540760,179,5,4,2023.09.29,27
39,7063540760,180,4,5,2023.09.16,21
40,7453793474,13,0,5,2023.03.03,1
40,7453793474,181,8,5,2023.05.05,112
40,7453793474,182,10,5,2022.10.28,54
40,7453793474,183,6,5,2023.09.14,40
40,7453793474,184,7,5,2024.04.22,1
40,7453793474,185,5,3,2023.01.28,41
41,2322010164,13,0,5,2023.02.26,0
41,2322010164,186,10,5,2024.05.18,15
41,2322010164,187,10,5,2024.05.13,0
41,2322010164,188,10,5,2024.05.04,4
41,2322010164,189,10,5,2024.05.04,21
41,2322010164,190,9,5,2024.05.03,2
42,97750206,13,0,5,2023.02.26,0
42,97750206,191,10,5,2024.02.02,3
42,97750206,192,7,5,2024.04.22,0
42,97750206,193,0,5,2024.05.10,0
42,97750206,194,4,5,2024.05.19,0
42,97750206,195,4,4,2024.01.11,3
43,7282209245,14,5,5,2024.05.21,0
43,7282209245,196,10,5,2024.04.23,3
43,7282209245,197,6,4,2024.05.06,0
43,7282209245,198,5,4,2023.10.11,20
43,7282209245,199,3,5,2024.04.08,1
43,7282209245,200,3,4,2023.12.30,0
44,6786596292,14,6,5,2024.05.21,0
44,6786596292,201,10,4,2024.05.15,1
44,6786596292,202,8,5,2024.05.06,4
44,6786596292,203,10,5,2024.04.11,5
44,6786596292,204,7,5,2024.04.02,8
44,6786596292,14,6,5,2024.05.21,0
45,7398137302,14,4,5,2024.05.21,0
45,7398137302,205,4,5,2023.12.04,1
45,7398137302,14,4,5,2024.05.21,0
45,7398137302,206,3,5,2024.03.24,1
45,7398137302,207,0,5,2024.01.06,9
45,7398137302,208,0,5,2023.09.02,0
46,4870853908,15,8,5,2024.05.23,0
47,7905828982,15,5,5,2024.05.23,0
47,7905828982,209,2,5,2024.04.14,2
47,7905828982,210,2,5,2024.03.21,0
47,7905828982,211,1,5,2024.01.18,4
47,7905828982,212,0,1,2024.04.21,0
47,7905828982,213,0,5,2024.05.12,0
48,6285253556,15,5,5,2024.05.23,0
48,6285253556,214,0,5,2023.10.08,30
48,6285253556,215,6,4,2023.08.29,29
48,6285253556,216,9,5,2023.07.13,43
48,6285253556,217,0,5,2023.07.08,29
48,6285253556,218,10,5,2024.02.22,13
49,223434604,16,0,4,2024.05.19,1
49,223434604,16,0,4,2024.05.19,1
50,7849284117,16,0,4,2024.05.19,1
51,6595097391,16,10,4,2024.05.19,3
51,6595097391,16,10,4,2024.05.19,3
51,6595097391,219,8,5,2024.02.11,49
51,6595097391,220,8,5,2024.05.04,4
51,6595097391,221,6,4,2024.04.11,17
51,6595097391,222,3,5,2024.04.23,2
52,7830711041,17,4,5,2024.05.22,0
52,7830711041,223,0,5,2024.05.23,0
52,7830711041,224,0,4,2024.05.04,0
52,7830711041,225,0,4,2024.04.03,0
53,4792289736,17,8,5,2024.05.22,0
53,4792289736,177,10,5,2024.05.15,1
53,4792289736,226,10,5,2024.05.02,2
53,4792289736,227,10,5,2024.05.01,2
53,4792289736,228,11,5,2024.04.30,17
53,4792289736,229,6,5,2024.04.29,4
54,6636803883,17,9,5,2024.05.22,0
54,6636803883,230,6,5,2024.05.07,0
54,6636803883,17,9,5,2024.05.22,0
54,6636803883,231,7,5,2024.02.03,4
54,6636803883,232,10,5,2023.04.28,22
54,6636803883,233,7,5,2023.03.24,13
55,6830320694,18,10,5,2024.05.23,4
55,6830320694,18,10,5,2024.05.23,4
55,6830320694,234,6,5,2024.05.22,0
55,6830320694,235,10,5,2024.05.21,0
55,6830320694,236,10,5,2024.05.19,11
55,6830320694,237,10,5,2024.05.17,3
56,7063365616,18,10,5,2024.05.23,4
56,7063365616,18,10,5,2024.05.23,4
56,7063365616,238,10,5,2024.01.06,5
56,7063365616,180,9,5,2023.11.08,11
56,7063365616,239,5,5,2023.11.02,0
56,7063365616,240,10,5,2023.11.10,0
56,8055106959,18,10,5,2024.05.23,4
5,7087884529,1,10,5,2024.05.23,1
5,7087884529,201,10,4,2024.05.06,12
5,7087884529,241,6,5,2024.04.30,0
5,7087884529,242,10,5,2024.04.29,5
5,7087884529,243,10,5,2024.04.03,4
5,7087884529,67,10,5,2024.04.17,6
0,7958974,0,10,5,2024.05.22,0
0,7958974,1,10,4,2024.05.21,2
0,7958974,2,10,5,2024.05.19,6
0,7958974,3,10,5,2024.05.18,5
0,7958974,4,10,5,2024.05.15,5
1,7958974,0,10,5,2024.05.22,0
1,7958974,1,10,4,2024.05.21,2
1,7958974,2,10,5,2024.05.19,6
1,7958974,3,10,5,2024.05.18,5
1,7958974,4,10,5,2024.05.15,5
2,6912084767,0,10,5,2024.05.23,0
2,6912084767,5,5,5,2024.05.20,4
2,6912084767,6,10,5,2024.05.16,2
2,6912084767,7,10,5,2024.05.07,6
2,6912084767,8,8,5,2024.05.05,16
2,6912084767,9,10,5,2024.05.05,8
3,5717326094,0,10,5,2024.05.22,0
3,5717326094,10,10,5,2023.07.11,16
3,5717326094,11,6,5,2023.10.10,4
3,5717326094,12,9,5,2024.05.04,0
3,5717326094,13,6,4,2022.03.13,9
4,8005580779,0,10,5,2024.05.22,0
4,8005580779,14,10,5,2024.05.23,0
4,8005580779,15,10,5,2024.05.23,1
4,8005580779,16,10,5,2024.05.23,0
4,8005580779,17,11,5,2024.05.23,0
4,8005580779,18,10,5,2024.05.23,5
5,188778505,1,10,5,2024.05.23,1
5,188778505,19,10,5,2024.05.18,5
5,188778505,20,6,5,2024.05.10,2
5,188778505,21,6,5,2024.01.15,9
5,188778505,1,10,5,2023.10.30,7
6,7159318099,1,10,5,2024.05.23,1
6,7159318099,22,7,5,2024.05.20,2
6,7159318099,23,10,5,2024.05.18,3
6,7159318099,24,9,5,2024.05.16,6
6,7159318099,25,10,5,2024.05.15,5
7,7159181290,1,10,5,2024.05.23,2
7,7159181290,26,5,3,2024.05.18,35
7,7159181290,27,5,5,2024.05.17,14
7,7159181290,28,10,5,2024.05.12,14
7,7159181290,29,10,5,2024.05.18,6
7,7159181290,30,10,5,2024.05.22,3
8,8072795266,2,10,5,2024.05.20,4
8,8072795266,31,2,5,2024.05.22,0
8,8072795266,32,0,5,2024.05.19,1
8,8072795266,33,0,5,2024.05.21,0
8,8072795266,34,0,5,2024.05.14,0
9,296352196,2,10,5,2024.05.20,4
9,296352196,35,10,5,2024.05.23,0
9,296352196,36,11,5,2024.05.22,3
9,296352196,37,10,5,2024.05.22,0
9,296352196,38,10,5,2024.05.22,3
9,296352196,39,10,5,2024.05.21,3
10,7012375223,2,10,5,2024.05.20,5
10,7012375223,40,6,5,2024.05.22,0
10,7012375223,41,10,5,2024.05.22,2
10,7012375223,42,10,5,2024.05.20,0
10,7012375223,43,10,5,2024.05.19,4
10,7012375223,44,5,5,2024.05.03,4
11,7092850345,3,10,5,2024.05.18,2
11,7092850345,45,10,4,2024.05.20,53
11,7958974,0,10,5,2024.05.22,0
11,7958974,1,10,4,2024.05.21,2
11,7958974,2,10,5,2024.05.19,6
11,7958974,3,10,5,2024.05.18,5
11,7958974,4,10,5,2024.05.15,5
12,6912084767,0,10,5,2024.05.23,0
12,6912084767,5,5,5,2024.05.20,4
12,6912084767,6,10,5,2024.05.16,2
12,6912084767,7,10,5,2024.05.07,6
12,6912084767,8,8,5,2024.05.05,16
12,6912084767,9,10,5,2024.05.05,8
13,5717326094,0,10,5,2024.05.22,0
13,5717326094,10,10,5,2023.07.11,16
13,5717326094,11,6,5,2023.10.10,4
13,5717326094,12,9,5,2024.05.04,0
13,5717326094,13,6,4,2022.03.13,9
14,8005580779,0,10,5,2024.05.22,0
14,8005580779,14,10,5,2024.05.23,0
14,8005580779,15,10,5,2024.05.23,1
14,8005580779,16,10,5,2024.05.23,0
14,8005580779,17,11,5,2024.05.23,0
14,8005580779,18,10,5,2024.05.23,5
15,188778505,1,10,5,2024.05.23,1
15,188778505,19,10,5,2024.05.18,5
15,188778505,20,6,5,2024.05.10,2
15,188778505,21,6,5,2024.01.15,9
15,188778505,1,10,5,2023.10.30,7
16,7159318099,1,10,5,2024.05.23,1
16,7159318099,22,7,5,2024.05.20,2
16,7159318099,23,10,5,2024.05.18,3
16,7159318099,24,9,5,2024.05.16,6
16,7159318099,25,10,5,2024.05.15,5
17,7233271112,1,10,5,2024.05.23,2
17,7233271112,46,0,5,2024.03.10,0
17,7233271112,47,0,5,2024.01.04,0
17,7233271112,48,0,5,2023.12.07,0
18,4917546752,2,10,5,2024.05.20,4
18,4917546752,49,11,5,2024.05.22,1
18,4917546752,50,10,5,2024.05.18,0
18,4917546752,51,10,5,2024.05.18,1
18,4917546752,52,10,5,2024.05.16,15
19,296352196,2,10,5,2024.05.20,4
19,296352196,35,10,5,2024.05.23,0
19,296352196,36,11,5,2024.05.22,3
19,296352196,37,10,5,2024.05.22,0
19,296352196,38,10,5,2024.05.22,3
19,296352196,39,10,5,2024.05.21,3
20,7012375223,2,10,5,2024.05.20,5
20,7012375223,40,6,5,2024.05.22,0
20,7012375223,41,10,5,2024.05.22,2
20,7012375223,42,10,5,2024.05.20,0
20,7012375223,43,10,5,2024.05.19,4
20,7012375223,44,5,5,2024.05.03,4
21,7092850345,3,10,5,2024.05.18,2
21,7092850345,45,10,4,2024.05.20,54
21,7092850345,53,10,5,2024.05.05,7
21,7092850345,54,10,5,2024.04.26,3
21,7092850345,55,10,5,2024.05.18,0
22,8040564057,3,10,5,2024.05.18,2
22,8040564057,56,3,5,2024.05.19,0
22,8040564057,57,2,3,2024.05.22,0
22,8040564057,58,0,5,2024.05.21,0
22,8040564057,59,0,4,2024.05.14,0
23,5723188763,3,10,5,2024.05.18,5
23,5723188763,60,10,5,2024.03.13,0
23,5723188763,61,0,5,2024.03.24,0
23,5723188763,62,0,5,2023.07.21,0
23,5723188763,63,0,5,2023.06.18,0
23,5723188763,64,0,5,2022.08.02,0
24,47242279,4,10,5,2024.05.19,0
24,47242279,65,7,5,2024.05.07,3
24,47242279,66,9,5,2024.04.07,14
24,47242279,67,11,5,2024.02.17,11
24,47242279,68,9,5,2024.02.05,8
25,6581290358,4,10,5,2024.05.17,1
25,6581290358,69,5,5,2024.02.25,4
25,6581290358,70,11,5,2024.01.16,7
25,6581290358,71,10,5,2024.01.02,6
25,6581290358,72,5,5,2023.11.14,7
26,6330671687,4,10,5,2024.05.12,4
26,6330671687,73,10,5,2024.05.13,12
26,6330671687,74,10,5,2024.05.13,11
26,6330671687,75,11,5,2024.05.10,17
26,6330671687,76,10,4,2024.05.08,16
26,6330671687,77,8,5,2024.05.03,7
27,7372582856,5,7,5,2024.05.20,3
27,7372582856,78,9,5,2024.05.18,5
27,7372582856,79,8,5,2024.05.17,4
27,7372582856,80,10,5,2024.05.15,9
27,7372582856,81,8,5,2024.05.15,4
27,7372582856,82,5,5,2024.05.04,12
28,8117995025,5,10,5,2024.05.20,3
29,611206,5,7,5,2024.05.20,3
29,611206,83,6,4,2024.05.05,1
29,611206,84,8,5,2024.04.29,13
29,611206,85,10,5,2024.04.24,6
29,611206,86,5,5,2024.04.18,4
30,7669982306,6,10,5,2024.05.20,1
30,7669982306,87,10,5,2024.03.22,6
30,7669982306,88,10,5,2024.02.14,7
30,7669982306,89,8,5,2024.03.24,5
30,7669982306,90,7,5,2024.02.02,8
31,1551145126,6,10,5,2024.05.20,0
31,1551145126,91,10,5,2024.05.08,0
31,1551145126,92,11,5,2024.04.15,3
31,1551145126,93,10,5,2024.03.09,2
31,1551145126,94,10,5,2024.03.06,4
31,1551145126,95,11,5,2024.01.11,21
32,1946251575,6,10,5,2024.05.20,0
32,1946251575,96,10,5,2024.04.30,2
32,1946251575,97,6,5,2024.05.01,6
32,1946251575,98,5,5,2024.05.02,2
32,1946251575,99,10,5,2024.01.28,22
33,7211783264,7,8,5,2024.05.22,0
33,7211783264,100,5,5,2024.05.14,6
33,7211783264,101,10,5,2024.05.10,9
33,7211783264,102,7,4,2024.05.09,3
33,7211783264,103,10,5,2024.05.02,10
33,7211783264,104,10,5,2024.05.01,4
34,6271426720,7,0,5,2024.05.08,0
34,6271426720,105,10,5,2024.04.26,1
34,6271426720,106,5,5,2024.01.14,5
34,6271426720,107,5,5,2022.02.16,35
34,6271426720,108,0,5,2023.11.22,4
34,6271426720,109,6,5,2024.04.12,0
35,4589310149,8,5,5,2024.05.14,4
35,4589310149,8,6,5,2024.05.02,10
35,4589310149,110,9,5,2024.04.22,17
35,4589310149,110,5,5,2024.05.12,6
35,4589310149,110,10,5,2024.04.04,12
36,1608824291,8,6,5,2024.05.14,9
36,1608824291,111,7,5,2024.05.19,0
36,1608824291,112,10,5,2024.05.04,2
36,1608824291,113,9,5,2024.05.05,3
36,1608824291,114,10,5,2024.04.16,4
26,7487715628,115,8,5,2023.08.29,14
26,7487715628,116,10,5,2023.06.02,20
26,7487715628,117,10,5,2023.01.13,24
26,7487715628,117,10,5,2023.10.09,12
26,7487715628,118,5,5,2023.07.02,2
27,6853769524,115,10,5,2024.05.16,0
27,6853769524,76,10,5,2024.05.07,5
27,6853769524,119,8,5,2024.02.25,17
27,6853769524,120,5,5,2024.04.15,2
27,6853769524,121,10,5,2024.02.09,21
27,6853769524,122,9,5,2024.05.07,4
28,6581888622,115,0,5,2024.05.16,0
28,6581888622,123,10,5,2024.05.17,2
28,6581888622,124,10,5,2024.05.17,2
28,6581888622,125,11,5,2024.05.12,6
28,6581888622,125,10,5,2024.05.06,8
28,6581888622,126,10,5,2024.05.03,2
29,7550789874,116,0,5,2024.05.24,0
29,7550789874,127,10,5,2024.05.23,0
29,7550789874,128,10,5,2024.05.22,0
29,7550789874,129,8,5,2024.05.21,0
29,7550789874,130,10,5,2024.05.20,2
29,7550789874,131,7,5,2024.05.19,2
30,7866161647,116,0,5,2024.05.24,0
30,7866161647,132,10,5,2024.05.20,17
30,7866161647,133,10,5,2024.05.19,1
30,7866161647,134,10,5,2024.05.19,2
30,7866161647,135,10,5,2024.05.20,2
30,7866161647,51,10,5,2024.05.03,4
29,8115298956,116,0,5,2024.05.24,0
29,8115298956,136,10,5,2024.05.23,0
29,8115298956,137,10,5,2024.05.22,0
29,8115298956,138,7,5,2024.05.23,0
29,8115298956,139,6,5,2024.05.23,0
31,6063894601,117,0,5,2024.02.18,0
31,6063894601,140,6,5,2024.05.18,5
31,6063894601,141,11,5,2024.05.16,5
31,6063894601,142,10,5,2024.05.14,6
31,6063894601,143,10,5,2024.05.09,3
31,6063894601,144,11,5,2024.05.09,5
32,6903873562,117,0,5,2024.02.18,0
32,6903873562,145,7,5,2024.05.19,13
32,6903873562,1,10,5,2024.05.18,5
32,6903873562,146,10,5,2024.05.15,5
32,6903873562,147,8,5,2024.05.11,28
32,6903873562,148,10,5,2024.05.09,11
33,8056948813,117,0,5,2024.02.18,0
33,8056948813,149,10,5,2024.05.22,0
33,8056948813,150,10,5,2024.05.15,3
33,8056948813,151,10,5,2024.05.11,4
33,8056948813,152,10,5,2024.05.05,12
33,8056948813,153,7,5,2024.04.17,12
34,7525033092,117,0,5,2024.02.18,0
34,7525033092,154,11,5,2024.05.21,3
34,7525033092,155,10,5,2024.05.20,3
34,7525033092,156,10,5,2024.05.20,5
34,7525033092,157,5,5,2024.05.18,7
34,7525033092,158,10,5,2024.05.18,6
35,9454366,117,0,5,2024.02.18,0
35,9454366,159,8,5,2024.03.20,27
35,9454366,117,10,5,2023.08.18,41
35,9454366,88,8,4,2023.08.12,8
35,9454366,160,10,5,2022.07.19,81
35,9454366,161,7,5,2023.11.17,19
36,6630716285,118,4,5,2023.12.16,0
36,6630716285,162,7,5,2024.05.19,0
36,6630716285,163,10,5,2024.04.06,4
36,6630716285,164,10,5,2024.04.01,0
36,6630716285,165,5,5,2023.12.19,32
36,6630716285,166,10,4,2023.11.20,16
37,8075523245,118,5,5,2023.12.08,0
37,8075523245,167,1,5,2024.05.22,0
37,8075523245,168,0,5,2024.05.14,1
37,8075523245,169,0,5,2024.05.08,0
37,8075523245,170,0,5,2024.05.14,0
37,8075523245,171,0,5,2024.05.18,0
38,6079595201,118,10,5,2023.11.08,10
38,6079595201,172,10,5,2022.11.07,35
38,6079595201,173,11,5,2022.09.18,24
38,6079595201,174,10,5,2022.09.16,47
38,6079595201,175,5,4,2022.09.07,4
38,6079595201,176,10,5,2024.03.09,9
39,10650339,76,10,5,2024.05.23,2
39,10650339,177,10,5,2024.05.21,0
39,10650339,178,10,5,2024.05.20,9
39,10650339,179,8,5,2024.04.22,19
39,10650339,180,10,4,2024.04.21,28
40,5760586837,76,10,5,2024.05.23,2
40,5760586837,181,7,5,2024.05.20,1
40,5760586837,182,10,5,2024.05.15,10
40,5760586837,183,10,5,2024.05.11,5
40,5760586837,184,9,5,2024.05.10,7
41,1463018080,76,10,5,2024.05.23,2
41,1463018080,185,11,5,2024.05.23,0
41,1463018080,186,10,4,2024.05.18,4
41,1463018080,187,6,5,2024.05.18,6
41,1463018080,188,7,5,2024.05.13,0
42,7563424147,119,10,5,2024.05.23,0
42,7563424147,189,8,5,2024.05.21,0
42,7563424147,190,6,3,2024.05.21,0
42,7563424147,191,10,5,2024.05.13,6
42,7563424147,192,5,5,2024.05.12,2
43,6215299058,119,0,4,2024.05.22,0
43,6215299058,193,10,5,2024.05.21,0
43,6215299058,194,10,5,2024.05.19,1
43,6215299058,195,10,5,2024.05.17,1
43,6215299058,196,10,5,2024.05.16,4
43,6215299058,197,11,5,2024.05.15,3
44,1017437,119,0,3,2024.05.22,0
